Amazon,Aramco
153.38459642670205,38.4942995240313
196.97103713029344,38.12860450805769
113.60665740171426,31.6395786124534
226.20131666981294,27.095690159684324
73.83822386801032,41.71012148160517
210.45436691271266,31.02210365373347
181.5926848612419,46.77627273645815
201.31525883943826,22.28227139793623
128.59237837546962,35.43903276738811
161.32889957332844,34.56929346600365
89.64790843518782,21.28376961239621
92.26244541917015,29.56450288122014
198.48234934601203,31.926223026114286
234.11714338099384,40.11128331896012
117.84635969964125,36.77386306053741
116.71804912446346,34.0073807408389
82.24126361771725,28.939213772274634
91.09131114150205,32.30898288197237
177.06293364632268,23.167758626347794
166.81925643950837,29.818391547650254
148.47067520386696,34.0819777084284
79.67730206593343,43.04483763056372
142.49567614976561,26.52751187399876
106.50759826874979,32.679774009670254
134.0805326243151,32.63131580166122
116.22376214413013,47.98295630367246
150.27508839176474,40.251900969598765
152.63975677506275,31.41839108719254
128.55666567773096,37.343646627233014
111.60917862610843,30.156940218163673
90.26928669981575,28.518209786523283
151.97029409220363,32.47449531155672
95.2823865807021,29.12220257281917
95.82724496771502,35.68055113997075
175.61965554044372,27.690952611561098
113.45204507241716,31.3021264973893
137.6098591825799,30.140393313819317
99.62477746091251,31.717137114082796
139.31130615756817,37.68767632612925
136.20796002106795,31.618551796368674
95.02444035738883,47.010722185999846
118.31132015791788,22.9606878804063
161.6922747836137,41.16983062521644
100.74290852999013,36.647099359746896
131.9751758404777,31.475587030222698
64.41938375833084,27.65167653531108
115.73791585925375,37.13418891777189
229.38322962790585,54.30167766825838
92.44906281403775,26.525115326435536
154.2624568694308,35.15736771422151
103.73601767243187,24.200478188387
170.60606472338094,41.52144266160075
115.46872968155861,43.23646347621841
163.0632119586909,33.86545323430369
190.18118995123504,46.256954905518896
122.3727086251316,31.25199211536072
130.07021188400873,30.984414534184083
101.08395431537589,36.826844143301976
132.77963894760904,36.30510273505828
127.70526643235938,38.18026111948284
142.01797960207588,34.38479188579279
107.20149906034553,38.95176817541153
87.23517338087737,27.410204421972512
239.455336687007,33.34022400475161
175.75579466392674,42.147959608351464
176.21920180730166,29.570792251598355
136.4970926446981,30.891331157734868
96.98462887828322,34.48858611206603
185.90792621841183,35.20022337164681
194.64582940599547,43.226550309456385
152.57498854156646,38.42892962294382
102.71780394394088,21.9674405869559
193.78161645136464,24.564605406354623
159.11208871510993,30.393401436760843
98.20613861165877,30.796458542583874
114.98177109979935,30.624114666078448
169.25892912954444,45.186798817371745
150.82468581946836,31.00253027733548
77.10692159635902,30.988024929871283
200.65121969345623,35.03412910978578
163.86275342310716,37.76290391861966
111.04800623861952,37.57503351504534
114.14538586296288,25.76985551433536
90.7691525928571,34.72967072823767
111.2163566617207,27.903492772039325
173.14282612959178,25.021463007303083
132.48517559666246,31.569508164793938
150.13377563377736,33.04275838380759
147.4704795547957,40.880838836029326
94.29732128455933,37.047810634054755
113.25143669805044,43.13655015501454
277.36638428200393,31.0828879807996
107.11485618212879,36.43331667415596
111.24053766594898,24.704748974471578
145.67615484235526,29.380923560456033
162.0873192075703,38.710661305343564
161.75792431227973,27.33028578494748
117.33301185199562,57.70417332575825
143.07510096879378,24.234503527759856
75.85991916064994,29.625205331218005
139.52410082473523,38.01436243732837
187.34338296937895,32.62469165542582
136.59295461353082,46.16590966340195
153.92820438565013,41.81336136619132
130.0831218510789,30.86735966748522
193.36340412340917,29.404518923571562
222.75743079949368,43.58890543381657
217.73364568280115,26.916961918811296
152.7864284582549,24.56908062762747
80.41040685785619,34.9077541593189
205.4926763436884,45.956624440773005
163.66447339415342,29.800784740500475
201.7346214958847,34.85022245914564
196.68160737138302,38.76926401522563
152.2801201384408,34.33246903559203
130.45686795154654,26.398088482724066
125.62810719325498,27.573508428662052
141.66991670658308,24.699423869504713
100.30168065232104,33.110410022945295
167.63667558532475,27.7847222635813
96.32708103116644,26.21442794859448
161.1541814108,27.009445264186255
152.9954441925422,38.945931654325534
301.1373272173935,38.289179994527906
105.52992871545774,47.924736643035104
138.24219248756577,31.45542940006665
132.01803149340458,42.75431696874104
107.03509298656226,37.12061379061586
105.54021564286332,25.394761467375297
174.84206614088546,31.33953381116469
181.7408220395501,33.05306893435456
179.24922588755726,35.26184267911268
137.13390310581116,30.7798439967076
129.55893191232968,30.07922566442348
225.01915030962795,33.196639119354465
99.20585889354142,37.12906750089421
144.60243672505771,35.56509671042163
145.72017065210574,33.98798526080652
169.58659618682623,30.863907911105482
254.75267539219402,29.400175556198427
158.63232480652243,22.547683200212077
170.89714243989832,23.219337571182837
109.41693681469863,30.852850963822988
134.938215603423,37.5509744030191
103.5035991436278,45.68631525160375
121.7763531037254,47.21020241855605
160.86222750664624,36.307448114655486
96.86049362047719,24.387136602811733
112.43698629888458,31.189100710436772
160.77551282934868,39.01579380032298
82.35682905023097,29.053393981725634
178.79975008523934,32.75050486110326
93.47781615597798,32.62150351768589
166.35284682247857,30.57110623061609
119.49550160977637,27.13238220747528
138.25846750861447,34.512369101387996
108.7932140973281,26.921487858894626
100.79275284473529,36.31202730084548
135.18537899018355,32.69869960197962
106.24276843180968,35.50158369405958
62.878055358944316,25.429665514144972
162.02258947891968,33.95133838419394
170.4265556951802,32.61801754996139
159.12744398513547,37.224999344419
156.66038679156898,22.429612403383327
236.98395743407292,29.03387049788729
147.06601100673032,20.85791756488941
109.18052409179022,34.3079398251414
165.42907935566902,27.488727489263272
105.55782430930331,30.26808505751719
70.5015951093777,34.209021730622965
209.67726548488574,38.82721474047128
161.8916972692376,23.223950505403256
298.8829419840691,33.839731835099855
211.9456750049629,31.003574289811848
133.052878051888,31.57516483796724
177.21340917270766,27.907010250105753
125.68665787696477,30.966284785392403
153.21335841837072,32.598436911105566
99.16068159732987,29.780000981628053
178.58171014747597,29.34936212838629
